vendor_group,amount_grouped,count,first_date,last_date,median_freq_days,pattern
Withdrawal POS #000000001638/CIRCLE K # 06527 9404 GAINESVILLE FLCard 2801,19.855,5,2022-08-16,2023-02-08,6,Weekly
Withdrawal POS #000000247445/AMAZON.COM*A42ZY7OC3 SEATTLE WACard 2801,10.475,5,2021-12-16,2023-01-17,98,Irregular
"Withdrawal POS #000000666979/SUNOCO 8002212501 4234 SW 20TH AVE

GAINESVILLE FL

Card 1247",22.005000000000003,5,2025-04-22,2025-06-02,2,Irregular
Withdrawal POS #000000782097/Instacart 50 Beal St Suite 600 SanFrancisco CACard 2801,5.0,5,2023-08-16,2023-11-22,3,Irregular
Withdrawal POS #000000782633/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,18.54,5,2025-01-03,2025-03-01,9,Irregular
Withdrawal POS #000000792604/Instacart 50 Beal St Suite 600 SanFrancisco CACard 2801,2.5,5,2023-09-25,2023-11-02,7,Weekly
Withdrawal POS #000000795671/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 2801,3.0,5,2024-01-14,2024-05-19,19,Irregular
Withdrawal POS #000003285955/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 2801,15.92,5,2023-09-20,2024-03-20,30,Monthly
Withdrawal POS #000096296533/FAST TRACK #200 GAINESVILLE FLCard 2801,22.586666666666662,5,2022-06-26,2023-05-09,60,Irregular
Withdrawal at ATM #000000003731/COLUMBIA CAR-428486 318 NW 13TH STGAINESVILLE FLCard 2801,23.0,5,2021-03-13,2021-07-29,35,Irregular
Draft 237,850.0,4,2021-01-15,2021-07-15,30,Monthly
Recurring Withdrawal Bill Payment - #000000343444/NETFLIX COM LOS GATOS CACard 1231,13.81,4,2024-03-06,2024-07-06,31,Monthly
"Recurring Withdrawal Debit Card - MC Debit Gator/IDEOGRAM AI TORONTO ON

Date 04/08/25 0 5098321266 0 5734

Card 1247",8.0,4,2025-02-09,2025-05-09,30,Monthly
"Recurring Withdrawal Debit Card - MC Debit Gator/NOTION LABS, INC. SAN FRANCISC CA

Date 06/02/25 0 5153210973 1 7372

Card 1247",22.0,4,2025-01-06,2025-06-03,59,Irregular
"Recurring Withdrawal Debit Card - MC Debit Gator/PADDLE.NET* SETAPP NEW YORK NY

Date 05/31/25 0 5151555568 2 5817

Card 1247",9.99,4,2025-03-02,2025-06-02,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Gator/PARAMOUNT+ WEST HOLLYWO CADate 01/01/25 0 5001909499 0 4899Card 1247,14.96,4,2025-01-02,2025-04-02,31,Monthly
"Recurring Withdrawal Debit Card - MC Debit Gator/RAYCAST.COM CHESHIRE LN

Date 05/13/25 0 5133953606 0 5734

Card 1247",10.0,4,2025-04-14,2025-05-14,0,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/ADOBE *CREATIVE CLOUD 4085366000 CADate 12/03/23 0 3337999974 0 5734Card 2801,29.99,4,2023-07-05,2023-12-05,54,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/ADOBE *STOCK 4085366000 CADate 01/04/24 0 4004903002 0 5734Card 2801,29.99,4,2023-08-06,2024-01-05,61,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/ALURA SUBSCRIPTION OSLO DUDate 01/08/24 0 4008859029 0 5734Card 2801,29.99,4,2023-08-08,2024-01-08,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*QP8EE86P3 AMZN.COM/BIL WADate 07/04/23 0 3185799509 0 5968Card 2801,15.13,4,2023-07-05,2024-10-18,184,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*Z97W01ZG2 AMZN.COM/BIL WADate 12/17/24 0 4352950216 0 5968Card 1231,15.120000000000001,4,2024-08-09,2024-12-18,40,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 09/16/23 0 3259205559 2 5818Card 2801,18.975,4,2023-09-17,2024-07-14,63,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 12/13/23 0 3347838871 0 5818Card 2801,2.99,4,2023-11-05,2024-10-04,145,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL CUPERTINO CADate 05/03/24 0 4124646881 1 5735Card 1231,2.99,4,2024-02-09,2024-12-04,55,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04005-37462786 CAMDEN DEDate 12/20/23 0 3354886372 0 7221Card 2801,12.99,4,2023-12-21,2024-05-21,61,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/DISNEY PLUS 8889057888 CADate 10/02/24 0 4276239357 1 4899Card 1231,12.66,4,2023-07-05,2023-10-05,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/DISNEY PLUS 8889057888 CADate 10/02/24 0 4276239357 1 4899Card 1231,16.11,4,2023-11-05,2024-10-02,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/FS *CONTEXTSFORMAC SANTA BARBAR CADate 02/16/24 0 4047893711 1 5734Card 1231,0.95,4,2024-01-28,2024-07-25,29,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/LINKTREE* LINKTREE COLLINGWOOD VIDate 12/06/23 0 3340923092 0 5734Card 2801,14.99,4,2023-09-06,2023-12-06,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/QUILLBOT OAK BROOK ILDate 12/25/23 0 3359752154 0 5734Card 2801,19.95,4,2023-09-12,2023-12-25,32,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/VANCEAI CENTRAL HODate 06/15/24 0 4167922806 1 5734Card 1231,15.9,4,2023-12-29,2024-06-16,32,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/WORDPRESS YLZK812XJ6 SAN FRANCISC CADate 07/18/24 0 4200709907 0 5734Card 1231,9.0,4,2024-04-19,2024-07-19,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/WWW.EVERBEE.IO AUSTIN TXDate 12/04/24 0 4339869891 0 5734Card 1231,29.99,4,2024-05-17,2024-12-05,31,Monthly
Recurring Withdrawal Debit Card - Signature Debit/DisneyPLUS 888-9057888 CA Date 07/20/20 0 0202385035 3 5815 Card 1140,8.03,4,2020-07-21,2020-10-21,31,Monthly
Recurring Withdrawal Debit Card MC Debit/CHATGPT SUBSCRIPTION SAN FRANCISC CADate 05/12/23 0 3132943704 1 5734Card 2801,20.0,4,2023-02-13,2023-05-14,31,Monthly
Recurring Withdrawal Debit Card MC Debit/CHEGG ORDER 8558681054 CADate 03/31/23 0 3090879254 1 5942Card 2801,15.95,4,2023-01-02,2023-04-02,30,Monthly
Recurring Withdrawal Debit Card MC Debit/DRIVE EXPLORER ADDON MADURAI TNDate 05/12/23 0 3132437615 1 5734Card 2801,9.0,4,2023-02-13,2023-05-14,31,Monthly
Recurring Withdrawal Debit Card MC Debit/JASPER.AI ROLLINGWOOD TXDate 03/30/23 0 3089949341 0 7399Card 2801,59.0,4,2022-10-17,2023-03-31,30,Monthly
Recurring Withdrawal Debit Card MC Debit/MIDJOURNEY INC. SOUTH SAN FR CADate 06/07/23 0 3158865788 0 5734Card 2801,30.0,4,2023-03-07,2023-06-08,31,Monthly
Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 09/23/21 0 1266586911 1 7993Card 2801,40.53666666666667,4,2022-05-10,2022-06-19,9,Irregular
Recurring Withdrawal Debit Card MC Debit/SOUNDCLOUD INC SAN FRANCISC CADate 05/24/21 0 1144498667 1 4899Card 2801,4.99,4,2021-03-01,2021-05-24,29,Monthly
Recurring Withdrawal Debit Card MC Debit/VIDIQ PRO SAN FRANCISC CADate 06/23/23 0 3174219633 1 5734Card 2801,10.0,4,2023-03-24,2023-06-25,31,Monthly
Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970 CO: BARCLAYCARD US Entry Class Code: WEB,55.0,4,2020-03-10,2021-04-02,160,Irregular
Withdrawal ACH BRAINLY/CO: BRAINLYTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,10.0,4,2022-10-11,2023-01-11,30,Monthly
Withdrawal ACH PADDLE.COM MARKE/CO: PADDLE.COM MARKET LIMITEDTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,2.99,4,2022-11-01,2023-01-31,30,Monthly
Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103 CO: PAYMENT FOR AMZ Entry Class Code: WEB,25.0,4,2020-06-29,2021-08-11,189,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,18.244999999999997,4,2022-03-18,2022-04-18,14,Bi-Weekly
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,36.99666666666666,4,2022-04-05,2022-10-17,6,Weekly
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,29.0,4,2021-08-19,2021-11-18,30,Monthly
Withdrawal ACH WAWA CREDIT CARD/TYPE: PAYMENT ID: CITIGPUFDRCO: WAWA CREDIT CARDEntry Class Code: PPD,28.563333333333333,4,2020-08-05,2020-11-06,34,Irregular
Withdrawal Bill Payment #000002088135/PAYPAL *PYPL Payin4 2211 North FirstStreet San Jose CACard 2801,13.780000000000001,4,2023-07-22,2024-04-05,15,Bi-Weekly
Withdrawal Bill Payment #000005023648/PAYPAL *VIDIQ San Jose CACard 2801,10.0,4,2021-08-08,2022-02-08,62,Irregular
Withdrawal Bill Payment #050211031354/PAYPAL *SPOTIFYUSAI 2211 North FirstStreet San Jose CACard 1231,6.82,4,2024-02-02,2024-05-02,30,Monthly
Withdrawal Courtesy Pay Fee/Entry Class Code: WEB,35.0,4,2020-07-27,2025-04-28,360,Yearly
Withdrawal CourtesyFeeDebit,35.0,4,2024-10-27,2025-05-30,2,Irregular
Withdrawal Debit Card MC Debit Gator/COX GAINESVILLE COMM 800-234-3993 FLDate 03/09/25 0 5068137922 1 4899Card 1247,156.13,4,2025-01-03,2025-04-09,30,Monthly
Withdrawal Debit Card MC Debit Seminol/PLAY.HT BANGALORE BEDate 10/06/23 0 3279122045 2 5815Card 2801,39.0,4,2023-10-03,2023-12-07,30,Monthly
Withdrawal Debit Card MC Debit Seminol/SALESAMURAI.IO SFTWARE BOULDER CODate 11/13/23 0 3317927273 0 5734Card 2801,9.99,4,2023-07-07,2023-11-13,31,Monthly
Withdrawal Debit Card MC Debit Seminol/VANCEAI CENTRAL HODate 06/29/23 0 3180070895 1 5734Card 2801,15.9,4,2023-06-29,2023-11-29,31,Monthly
Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 11/03/24 0 4308001823 1 6540Card 1231,15.0,4,2024-07-12,2024-11-05,41,Irregular
Withdrawal Debit Card MC Debit/CANNAMD 855-4209170 FLDate 04/07/23 0 3097109858 2 8011Card 2801,195.0,4,2021-07-09,2023-04-09,213,Irregular
Withdrawal Debit Card MC Debit/CHEGG ORDER 8558681054 CADate 09/01/22 0 2244077661 1 5942Card 2801,15.95,4,2022-09-01,2022-12-01,30,Monthly
Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 01/27/22 0 2027240681 1 4899Card 2801,94.32,4,2021-09-06,2021-12-02,32,Monthly
Withdrawal Debit Card MC Debit/PIZZA HUT 27918 3523739402 FLDate 12/16/22 0 2350808582 1 5812Card 2801,35.78666666666667,4,2021-04-13,2022-10-25,57,Irregular
Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 09/08/21 0 1251607416 1 5912Card 2801,4.09,4,2021-06-29,2022-06-09,55,Irregular
Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 09/08/21 0 1251607416 1 5912Card 2801,15.24,4,2021-07-09,2022-07-13,132,Irregular
Withdrawal Debit Card MC Debit/ZIP.CO* NEWEGG NEW YORK NYDate 04/03/22 0 2093025644 1 5399Card 2801,42.765,4,2022-04-04,2022-05-16,14,Bi-Weekly
Withdrawal Debit Card Signature Debit/NINTENDO *AMERICAUS 800-255-3700 WA Date 03/05/20 0 0065438354 5 5816 Card 1140,0.335,4,2020-03-05,2020-03-05,0,Irregular
Withdrawal POS #000000000000/AMAZON PAYMENTS SEATTLE WACard 2801,5.74,4,2021-05-27,2021-06-29,2,Irregular
Withdrawal POS #000000000558/CIRCLE K # 26146 3525 GAINESVILLE FLCard 2801,27.534999999999997,4,2023-03-28,2023-11-12,70,Irregular
Withdrawal POS #000000028242/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,4,2024-04-10,2024-08-12,21,Irregular
Withdrawal POS #000000161599/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.295,4,2024-03-11,2024-07-13,36,Irregular
Withdrawal POS #000000183316/GATE 1445 506 NW 13TH GAINESVILLE FLCard 2801,13.655000000000001,4,2021-06-01,2021-09-23,38,Irregular
"Withdrawal POS #000000216148/SUNOCO 8002212501 4234 SW 20TH AVE

GAINESVILLE FL

Card 1247",18.41,4,2025-03-28,2025-04-20,2,Irregular
"Withdrawal POS #000000216148/SUNOCO 8002212501 4234 SW 20TH AVE

GAINESVILLE FL

Card 1247",21.84,4,2025-03-17,2025-04-22,14,Bi-Weekly
Withdrawal POS #000000218861/WALGREENS STORE 2415 SW 7 GAINESVILLE FL Card 1140,7.6450000000000005,4,2020-02-25,2020-06-09,27,Monthly
Withdrawal POS #000000305411/WALGREENS STORE 3455 SW A GAINESVILLE FLCard 1140,17.840000000000003,4,2020-08-13,2021-02-12,58,Irregular
Withdrawal POS #000000555763/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,38.21,4,2024-02-18,2024-10-30,64,Irregular
Withdrawal POS #000000680755/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,4,2024-02-23,2024-10-01,35,Irregular
Withdrawal POS #000000778591/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,38.010000000000005,4,2024-03-19,2024-07-16,37,Irregular
Withdrawal POS #000000792604/Instacart 50 Beal St Suite 600 SanFrancisco CACard 2801,5.415,4,2023-06-29,2023-11-10,26,Irregular
Withdrawal POS #000000803033/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,3.0,4,2024-01-16,2024-05-27,29,Monthly
Withdrawal POS #000000804821/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,3.0,4,2024-05-02,2024-06-30,21,Irregular
Withdrawal POS #000000955321/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,17.705,4,2023-09-18,2023-10-27,5,Irregular
Withdrawal POS #000000955321/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,22.569999999999997,4,2021-11-10,2023-12-20,264,Irregular
Withdrawal POS #000000991864/CIRCLE K # 21142 GAINESVILLE FL Card 1140,13.002500000000001,4,2020-03-09,2020-12-19,53,Irregular
Withdrawal at ATM #000000001619/CAMPUS 1900 SW 34TH ST GAINESVILLE FL Card 1140,60.0,4,2020-09-24,2021-01-10,31,Monthly
Withdrawal at ATM #000000008812/CAMPUS 1900 SW 34TH ST GAINESVILLE FLCard 1140,40.0,4,2020-08-13,2020-12-13,22,Irregular
Recurring Withdrawal Bill Payment - #000000233587/AFFIRM PAY YSM SAN FRANCISCO CACard 2801,26.92,3,2022-04-15,2022-05-01,8,Weekly
"Recurring Withdrawal Debit Card - MC Debit Gator/AMAZON PRIME*NZ72M6V92 AMZN.COM/BIL WA

Date 05/17/25 0 5137026065 1 5968

Card 1247",15.13,3,2025-03-18,2025-05-18,30,Monthly
"Recurring Withdrawal Debit Card - MC Debit Gator/CANVA* I04522-50593645 CAMDEN DE

Date 05/20/25 0 5140963894 0 7333

Card 1247",12.99,3,2025-03-21,2025-05-21,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Gator/NOTEGPT.IO ADMIRALTY KODate 02/08/25 0 5039144067 2 5734Card 1247,29.0,3,2025-02-09,2025-04-08,29,Monthly
"Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CA

Date 05/31/25 0 5151282040 2 5734

Card 1247",6.346666666666667,3,2025-05-31,2025-06-03,1,Irregular
Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CADate 03/08/25 0 5067339145 0 5734Card 1247,5.0,3,2025-01-02,2025-02-03,16,Bi-Weekly
Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CADate 03/08/25 0 5067339145 0 5734Card 1247,20.0,3,2025-01-05,2025-03-05,29,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/ADOBE *CREATIVE CLOUD 4085366000 CADate 12/03/23 0 3337999974 0 5734Card 2801,19.99,3,2023-11-05,2024-01-04,30,Monthly
"Recurring Withdrawal Debit Card - MC Debit Seminol/AIPRM, CORP. WILMINGTON DEDate 12/21/23 0 3355965402 0 5734Card 2801",9.355,3,2023-12-22,2024-03-22,45,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/AIRTABLE.COM/BILL SAN FRANCISC CADate 09/11/24 0 4255913774 0 7372Card 1231,31.0,3,2024-07-11,2024-09-11,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 09/16/23 0 3259205559 2 5818Card 2801,15.99,3,2023-07-07,2023-10-29,57,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04371-41297102 CAMDEN DEDate 12/20/24 0 4355594081 2 7333Card 1231,12.99,3,2024-09-22,2024-12-22,45,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/CREATIVE FABRICA AMSTERDAM NHDate 10/03/24 0 4277044624 1 7399Card 1231,9.0,3,2023-11-03,2024-01-03,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 10/13/24 0 4287011811 1 7399Card 1231,2.95,3,2024-07-14,2024-09-15,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 10/13/24 0 4287011811 1 7399Card 1231,5.9,3,2023-10-08,2024-10-14,186,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 10/13/24 0 4287011811 1 7399Card 1231,49.0,3,2023-11-07,2024-01-07,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/DRIVE EXPLORER ADDON MADURAI TNDate 12/24/23 0 3358055608 1 5734Card 2801,9.0,3,2023-10-24,2023-12-24,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/ETSYHUNT* TRIAL OVER SINGAPORE SGDate 10/27/23 0 3300915753 1 5734Card 2801,19.99,3,2023-10-29,2023-12-28,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/IC* INSTACART*SUBSCRIP SAN FRANCISC CADate 11/30/24 0 4335692546 1 5411Card 1231,9.99,3,2024-09-29,2024-12-02,32,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/KAIBER AI WILMINGTON DEDate 08/30/23 0 3242340816 0 5815Card 2801,5.0,3,2023-07-02,2023-08-31,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/KAIBER AI WILMINGTON DEDate 08/30/23 0 3242340816 0 5815Card 2801,15.0,3,2023-10-02,2023-12-03,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/LINKTREE* LINKTREE DOVER DEDate 04/16/24 0 4107289275 0 7399Card 1231,9.0,3,2024-03-17,2024-05-17,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 12/08/24 0 4343357881 0 5734Card 1231,29.99,3,2024-05-17,2024-12-09,103,Irregular
"Recurring Withdrawal Debit Card - MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 12/02/24 0 4337878572 0 7372Card 1231",27.52,3,2024-04-25,2024-06-25,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/OPUS CLIP REDWOOD CITY CADate 12/11/23 0 3345860166 0 7372Card 2801,19.0,3,2023-10-12,2023-12-12,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/SUNO INC. CAMBRIDGE MADate 08/13/24 0 4226902139 0 5734Card 1231,10.0,3,2024-06-14,2024-08-14,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/WEB*HOSTGATOR.COM BURLINGTON MADate 11/18/23 0 3322020816 1 4816Card 2801,12.95,3,2023-07-09,2023-10-18,50,Irregular
Recurring Withdrawal Debit Card - Signature Debit/DisneyPLUS 888-9057888 CADate 01/20/21 0 1020042692 3 5815Card 1140,8.03,3,2020-11-22,2021-01-21,30,Monthly
Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 06/15/24 0 4167922806 1 5734Card 1231,0.08,3,2024-03-17,2024-10-20,108,Irregular
Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 10/25/23 0 3298820645 0 5734Card 2801,0.12,3,2023-11-28,2023-12-29,15,Bi-Weekly
Recurring Withdrawal Debit Card MC Debit/ADOBE *CREATIVE CLOUD 4085366000 CADate 04/27/23 0 3117844835 0 5734Card 2801,19.99,3,2022-11-28,2023-02-28,46,Irregular
Recurring Withdrawal Debit Card MC Debit/PAYPAL *LINKTREE 4029357733 AUDate 05/12/21 0 1132191600 1 7372Card 2801,9.0,3,2022-11-13,2023-01-12,30,Monthly
Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 09/23/21 0 1266586911 1 7993Card 2801,42.445,3,2022-06-30,2022-07-01,0,Irregular
Recurring Withdrawal Debit Card MC Debit/QUILLBOT OAK BROOK ILDate 05/05/23 0 3125730860 0 5734Card 2801,19.95,3,2023-03-06,2023-05-07,31,Monthly
Recurring Withdrawal Debit Card MC Debit/SP NIGHTCAFE AI ART MARRICKVILLE NSDate 05/25/23 0 3145842155 0 5734Card 2801,9.99,3,2023-02-26,2023-05-25,44,Irregular
Recurring Withdrawal Debit Card MC Debit/WELLSAID LABS SEATTLE WADate 11/24/21 0 1328159011 1 5734Card 2801,49.0,3,2021-09-26,2021-11-25,30,Monthly
Recurring Withdrawal Debit Card MC Debit/ZIP.CO* BEST BUY NEW YORK NYDate 07/20/22 0 2201728200 0 5399Card 2801,42.045,3,2022-06-09,2022-07-04,12,Irregular
Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999 CO: APPLECARD GSBANK Entry Class Code: WEB,48.77,3,2021-01-26,2021-12-01,154,Irregular
Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999CO: APPLECARD GSBANKNAME: Steven ChaplinskiEntry Class Code: WEB,42.663333333333334,3,2022-01-05,2022-10-28,148,Irregular
Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970CO: BARCLAYCARD USNAME: STEVEN CHAPLINSKIEntry Class Code: WEB,249.70999999999998,3,2022-09-14,2022-10-04,10,Irregular
Withdrawal ACH BEST BUY/TYPE: PAYMENT ID: CITIGPUFDRCO: BEST BUYEntry Class Code: TEL,65.0,3,2021-05-05,2022-01-25,132,Irregular
Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980CO: CAPITAL ONEEntry Class Code: WEB,50.0,3,2021-03-02,2021-10-12,112,Irregular
Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980CO: CAPITAL ONEEntry Class Code: WEB,55.0,3,2020-08-05,2021-04-02,120,Irregular
Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980CO: CAPITAL ONEEntry Class Code: WEB,75.0,3,2021-06-01,2021-07-01,15,Bi-Weekly
Withdrawal ACH CAPITAL ONE/TYPE: ONLINE PMT ID: 9279744391CO: CAPITAL ONE NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,55.0,3,2022-03-04,2022-06-30,59,Irregular
Withdrawal ACH CAPITAL ONE/TYPE: ONLINE PMT ID: 9279744991 CO: CAPITAL ONE Entry Class Code: WEB,50.0,3,2020-04-27,2020-06-01,17,Irregular
Withdrawal ACH COINBASE INC./TYPE: 8889087930 ID: 1327000623CO: COINBASE INC.NAME: STEVEN J CHAPLINSKIEntry Class Code: WEB,10.0,3,2022-12-13,2022-12-13,0,Irregular
Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,33.5,3,2022-04-04,2022-11-30,120,Irregular
Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVEREntry Class Code: WEB,75.0,3,2021-06-02,2021-09-15,52,Irregular
Withdrawal ACH ENVATO/CO: ENVATOTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,23.0,3,2022-10-05,2022-12-05,30,Monthly
"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719

CO: FLUENT-Gainesvil

NAME: steven chaplinskiEntry Class Code: WEB",20.5,3,2025-03-26,2025-05-09,22,Irregular
"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719

CO: FLUENT-Gainesvil

NAME: steven chaplinskiEntry Class Code: WEB",25.0,3,2025-03-31,2025-05-16,23,Irregular
Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,30.0,3,2024-08-19,2025-03-03,98,Irregular
Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,32.5,3,2023-10-30,2024-12-09,203,Irregular
Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,42.7,3,2024-06-17,2024-12-24,95,Irregular
Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,51.75,3,2024-01-04,2024-11-06,153,Irregular
Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,53.75,3,2023-12-13,2025-01-02,193,Irregular
Withdrawal ACH KLARNA/TYPE: E4F7Z8C ID: 0514670203 CO: KLARNANAME: steven chaplinskiEntry Class Code: WEB,66.92,3,2023-12-14,2024-01-11,14,Bi-Weekly
Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103 CO: PAYMENT FOR AMZ Entry Class Code: WEB,65.0,3,2021-04-05,2021-05-24,24,Irregular
Withdrawal ACH PAYPAL INC./CO: PAYPAL INC.TYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,20.5,3,2021-10-19,2022-04-11,87,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,1.11,3,2022-01-28,2023-01-11,174,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,6.87,3,2021-12-21,2022-04-11,55,Irregular
